username,description,location,following,followers,totaltweets,retweetcount,text,target,hashtags,actual_time
Anonymo45442662,Just fun,Kodai,55,0,9,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 20:59:25+00:00
asief_md_,* Hardcore fan of Prince SivaKarthikeyan * Kholi * Thalapathy * STR * Nani * Cinema love * Engineer *,,957,1009,22986,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:09:18+00:00
dunaden_227,,,895,3,36,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:44:34+00:00
Updatenews360E,"Update News 360, Instant Updates Of All News Around The World (Entertainment, Politics, Sports, General & Etc...) https://t.co/KPhEf17phu","India, Tamil Nadu",185,684,9482,1,"Oru Naal Rain... Total City Close 🌧️☔️

#chennairains #ChennaiRains2021 #Chennai #chennaifloods #rains #rainbow #raininwinter #wintermemes #rainmemes #memes https://t.co/SjQ1sTP9nT",0,"['chennairains', 'ChennaiRains2021', 'Chennai', 'chennaifloods', 'rains', 'rainbow', 'raininwinter', 'wintermemes', 'rainmemes', 'memes']",2021-12-31 11:00:32+00:00
NammaTamilnadu_,News and Updates from Tamilnadu. தமிழ்நாட்டை பற்றிய அனைத்து தகவல் மற்றும் செய்திகள். #news #sports #cinema Human + bot combination. RT #tamil #tn #tamilnadu,"Tamil Nadu, India",0,30,1137,2,"Days after several parts of #Chennai experienced over 20 cm rainfall, #TamilNadu CM M K Stalin said the Met department usually provided information on likelihood of rainfall, but they could not forecast Thursday's heavy showers.

More updates here.
https://t.co/BlmfR7IdzO",0,"['Chennai', 'TamilNadu']",2022-01-01 06:30:02+00:00
sudharsan024,"I am a diehard fan of THALA & HIPHOP Anna.
Bless me on 24.7.","Coimbatore, India",16,30,6240,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:35:15+00:00
LalluLalith1,I m single,"Bengaluru, India",298,30,4535,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:54:19+00:00
ManikandaRaj94,"Computer Engineer, Teacher","Chennai, India",294,71,39461,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:37:46+00:00
Vinodh19905928,#bepositive,,103,49,12916,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:22:05+00:00
Santhos03114052,Don't Think Too Hard... Think Positive...,,8,6,9,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:18:49+00:00
cherrymp,"Learns, Works, Lives, Repeat | #edtech enthusiast | #ELTIndia | common man | daddy | all views personal | RTs not endorsements",India,1067,2861,31154,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:18:37+00:00
AhnafT1,"If you become furious with every injustice, then you are my  Friend - Che Guevara
#தமிழன்
#Tamilan 
#Human 
#Comrade☭ 
#Savian
#Josephite 
#SavePalestine🇵🇸","Tamil Nadu, Indian Union",699,36,6202,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:45:02+00:00
THALAPA81053009,THALAPATHY VERIAN ❤️💪,,1287,708,21368,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:10:48+00:00
IndiaTodayFLASH,No dragging feet on news. Crisp & short news shots served here,,117,1150070,567843,9,"#TamilNadu CM MK Stalin has written to #AmitShah stating that the Indian Meteorological Centre failed to alert the state government about the heavy rains that lashed #Chennai on Thursday.
(@Akshayanath )
https://t.co/S6MVmBdRhP",0,"['TamilNadu', 'AmitShah']",2022-01-01 14:02:02+00:00
Gurpree60491993,,,879,127,20128,9,"#TamilNadu CM MK Stalin has written to #AmitShah stating that the Indian Meteorological Centre failed to alert the state government about the heavy rains that lashed #Chennai on Thursday.
(@Akshayanath )
https://t.co/S6MVmBdRhP",0,"['TamilNadu', 'AmitShah']",2022-01-01 14:02:06+00:00
KapoorShribha,Proud Hindu. Army daughter. Animal Rights Activist.,"New Delhi, India",888,273,8482,11,"Water logged streets, broken down vehicles, non stop rains, not a good scene today evening in Chennai! #chennai #chennairains https://t.co/iEKBfV2P8c",1,['chennai'],2021-12-31 10:36:13+00:00
TimesNow,TIMES NOW is India’s most watched English news channel. Follow for lightning fast #BreakingNews and #Alerts.,India,376,10154690,753018,4,"Chennai's flood woes: Why city overflows each time it rains?

#Chennai

https://t.co/do9qJjStpa",0,['Chennai'],2022-01-04 06:40:00+00:00
SuriyaV25416292,,,928,249,28242,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:20:46+00:00
SuVe4Madurai,"Member of Parliament 
(Madurai Constituency).                                  
State Committee Member @TNCPIM. 
State President @தமுஎகச","Madurai South, India",43,93116,2335,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,"['Chennai', 'Rain', 'Flood', 'People']",2022-01-01 09:31:22+00:00
SaranganSrivat1,I am die hard fan of thalapathy Vijay & Thala Dhoni & Chinna Thala,"Kanchipuram, India",5002,680,172744,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:17:37+00:00
FreakingPsych,SPORTS,,323,4,653,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:36:39+00:00
Masterchintoo,fan account of @actorvijay|@alluarjun fan⚡||THALA MSD🔥🔥|@dulQuer💓|@klrahul11🔥|@thisisysr 💕||spread vijayism🔥| #CSK| #Masterfilm| #Beast| #Kurup| #pushpa|,chennai,956,499,58826,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 02:32:10+00:00
CViraraghavan,"Writer, editor, lapsed academic. The Americans: A Novel (Fourth Estate), Madras on My Mind (HarperCollins), Delhi Thaatha: A Great Grand Story (Seagull Books).","Madras, India",774,2017,19380,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:01:57+00:00
manoandal,I work as a Senior Project Geologist for a hydel project at jammu and Kashmir.,Jammu&kashmir,1184,460,14097,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:18:14+00:00
Ankitkrt01,राष्ट्रवादी,,259,452,11489,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 12:05:43+00:00
WeTamilans,#RT BOT which do #RT 's on #Tamil and #TamilNadu,"Tamil Nadu, India",0,8601,145502,3,On #NewYear2022 day  launched  youthworkfare club @ #harbour #chennai and distributed essentials to families affected by Chennai rains. https://t.co/RXg08ov7En,0,"['NewYear2022', 'harbour', 'chennai']",2022-01-01 18:21:03+00:00
MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,India,27,106638,143653,0,"TOP STORY OF THE HOUR ON MIRROR NOW

Heavy rains have struck #Chennai leading to severe waterlogging. 150 water pumps have been deployed to pump out water from the streets. Holiday has been declared for schools and colleges in four districts. 

@Mugilan__C reports https://t.co/YSUvWYSiXW",1,['Chennai'],2021-12-31 08:40:28+00:00
Poonchezhian2,Retweets are not endorsements. Sometimes might be to expose stupidity as well. தமிழன்.,,866,46,8449,6,"Preserving wetlands is crucial for #Chennai to stay above water during rains and cyclones

 Chennai is only 6.7 metres above sea level and more often than not, large areas of the city are quickly flooded after a shower. https://t.co/jbwgdUNkkM 

By Nina Varghese",1,['Chennai'],2022-01-03 03:20:04+00:00
rooney10_fan,I wouldn't say I was the best manager in the business. But I was in the top one,"Chennai, India",4975,2261,445197,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:11:10+00:00
Jeevakeerthy,My akka @Keerthyofficial ❤️🤗🎉 Main id 👉@Keerthy_jeeva 👈 @actorvijay thambi! 😎🔥💪,"Tamil Nadu, India",343,269,3698,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:50:39+00:00
saiprasad_u,Dr.G.U.Saiprasad.BAMS,"kanyakumari,Marthandam ",691,245,7933,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:21:07+00:00
MAAravind1411,,,8,0,29,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:59:48+00:00
TheKanakMishra,,"New Delhi, India",355,487,19106,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 08:57:14+00:00
HenryJevin,,"Dharmapuri, Tamil Nadu",233,79,164,3,"To be fair @ChennaiRmc gave weather forecast during the entire #monsoon without crucial upper air data. Failure to predict recent #Chennai rains was largely due to unavailability this crucial observations.

@NewIndianXpress
@xpresstn @mkstalin

Thread👇

https://t.co/CAMwnfUYjl",1,['monsoon'],2022-01-01 09:55:44+00:00
BilalThaniOruva,"i am die hard FAN of JAYAM RAVI,VIJAY ANTHONY,KAJAL AGARWAL,THAMANA, SAMANTHA MOM, SHERYA GOSHAL MAM,RAKUL PREETHI SING,CHINMAYI SRIPADA MAM,HARRIS JAYARAJ.","Salem, India",4923,1639,167475,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:55:33+00:00
PuruBansal16,HR 16,,338,265,9205,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 14:17:13+00:00
iraghavan_ceo,"Founder and CEO of Bumble Bees
MD of Jeeva Groups
App & Software Developer | Web Designer
UIdesign https://t.co/qDZJh102Rn
📱: POCO M3
💻: ASSEMBLED",India TamilNadu Nagapattinam,665,34,381,0,"After a month of sunshine and flood-free roads, Chennai witnessed unprecedented rains on Thursday paralysing the city more than any other rainy day of the northeast monsoon #ChennaiRains 
#Chennai #NewYear2022 https://t.co/0AAHIOZaEM",1,"['ChennaiRains', 'Chennai', 'NewYear2022']",2021-12-31 07:51:33+00:00
MatheshPrince,Secretary Of KPV VMI💙🤍| @TenkasiTVMI | Rasigan Of @actorvijay 🔥@msdhoni 💛 | Nothing Is Permanent 💯| Single Boy 😉.,,880,605,11413,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:29:31+00:00
Bharath_vj_,"Official account of thalapathy vijay's fan           
        My backup ID is @bharath_vj_2","Polur,Tiruvannamalai, India",1923,1893,33255,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 09:23:57+00:00
MersalR38941060,"⭐ Super Star ⭐❤️Thalapathy Vijay ❤️ @actorvijay
 /என்றும் தளபதி வழியில் /",தமிழ் நாடு,1099,382,26623,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:45:41+00:00
Ahmedshabbir20,"News is what someone wants suppressed and my job is to put it out.

Once a paperboy. Now a journalist. Chevening fellow. Opinions expressed here are personal.",Chennai - India,6052,95850,92428,2,"NON-STOP RAINS LEAVE CHENNAI PARALYSED
City corporation &amp; govt was caught by surprise as #IMD predicted only light to moderate rainfall. The main roads have been cleared: Gagandeep Singh Bedi, #Chennai corporation commissioner tells @Ahmedshabbir20 https://t.co/iEjRGxEjFn",1,['IMD'],2021-12-31 09:29:54+00:00
Makcrescent1,,"Tamil Nadu, India",956,461,69201,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-01 16:44:59+00:00
singhkala1701,"நான் நல்லவன் அல்ல,நீ கெட்டவன் சொல்லும் துரோகியும் அல்ல.
தல ரசிகன்",சென்னை,66,663,73592,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:06:40+00:00
ARAVIND26167690,,,767,320,20360,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:45:42+00:00
StylistKamal,"Underrate Thala fan🔥🔥
kit🤩🤩Kat lover",,93,1,430,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:00:43+00:00
dishtinctive,"Im just a millennial without millenial habits, in the perpetual pursuit of questioning the normal.",India,542,351,2240,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:27:39+00:00
MelwinrajaJoe,,,1087,158,106618,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:01:53+00:00
YUKTINATH2,जय श्री राम🚩,भारत,3176,5233,31924,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 16:21:06+00:00
narash54,,,61,8,633,1,"Oru Naal Rain... Total City Close 🌧️☔️

#chennairains #ChennaiRains2021 #Chennai #chennaifloods #rains #rainbow #raininwinter #wintermemes #rainmemes #memes https://t.co/SjQ1sTP9nT",0,"['chennairains', 'ChennaiRains2021', 'Chennai', 'chennaifloods', 'rains', 'rainbow']",2021-12-31 11:56:35+00:00
ie_chennai,Real-time news coverage and features from @indianexpress's Chennai team. | Also: @ietamil | @iebengaluru | @iexpresssouth | @iemalayalam,,23,2669,3181,1,"Coastal Tamil Nadu to get widespread rainfall: MET Department

Follow live updates here https://t.co/bwiZFSxLdQ

#Chennai #ChennaiRains #TamilNaduRains https://t.co/j7vu0piNIL",0,"['Chennai', 'ChennaiRains', 'TamilNaduRains']",2021-12-31 12:12:39+00:00
