text,PreprocessedText,Words,Tag
"Traffic update 
*Little mount to velachery .
*Guindy Race course road to velachery (Road full of water)  . Pls don't prefer . 
*Gurunanak college to Vijaynagar . 
#Chennai
#chennairains 
#ChennaiCorporation 
#chennaifloods",Traffic update Little mount to velachery Guindy Race course road to velachery Road full of waterPls dont preferGurunanak college to VijaynagarChennaichennairains ChennaiCorporation chennaifloods,race course road,B-geo
"Traffic update 
*Little mount to velachery .
*Guindy Race course road to velachery (Road full of water)  . Pls don't prefer . 
*Gurunanak college to Vijaynagar . 
#Chennai
#chennairains 
#ChennaiCorporation 
#chennaifloods",Traffic update Little mount to velachery Guindy Race course road to velachery Road full of waterPls dont preferGurunanak college to VijaynagarChennaichennairains ChennaiCorporation chennaifloods,gurunanak college,B-geo
"Traffic update 
*Little mount to velachery .
*Guindy Race course road to velachery (Road full of water)  . Pls don't prefer . 
*Gurunanak college to Vijaynagar . 
#Chennai
#chennairains 
#ChennaiCorporation 
#chennaifloods",Traffic update Little mount to velachery Guindy Race course road to velachery Road full of waterPls dont preferGurunanak college to VijaynagarChennaichennairains ChennaiCorporation chennaifloods,vijaya nagar,B-geo
"Traffic update 
*Little mount to velachery .
*Guindy Race course road to velachery (Road full of water)  . Pls don't prefer . 
*Gurunanak college to Vijaynagar . 
#Chennai
#chennairains 
#ChennaiCorporation 
#chennaifloods",Traffic update Little mount to velachery Guindy Race course road to velachery Road full of waterPls dont preferGurunanak college to VijaynagarChennaichennairains ChennaiCorporation chennaifloods,traffic ,O
"Two days after extremely heavy rains threw life out of gear in #Chennai and several areas in surrounding districts, the @Indiametdept's radars are in the eye of the storm that has the potential to become state-Centre spat. https://t.co/h9ivQj7S7o",Two days after extremely heavy rains threw life out of gear in Chennai and several areas in surrounding districts the Indiametdepts radars are in the eye of the storm that has the potential to become stateCentre spat httpstcoh9ivQjSo,life out of gear,O
"Two days after extremely heavy rains threw life out of gear in #Chennai and several areas in surrounding districts, the @Indiametdept's radars are in the eye of the storm that has the potential to become state-Centre spat. https://t.co/h9ivQj7S7o",Two days after extremely heavy rains threw life out of gear in Chennai and several areas in surrounding districts the Indiametdepts radars are in the eye of the storm that has the potential to become stateCentre spat httpstcoh9ivQjSo,districts,O
"undoubtedly this the most brutal outpouring of recent times 
#Chennai
#ChennaiRains 
#chennaifloods",undoubtedly this the most brutal outpouring of recent times ChennaiChennaiRains chennaifloods,outpouring,O
"Visuals of flooded areas from #Chennai after heavy rains lashed the #TamilNadu capital on Friday, #31stDecember.

#ChennaiFloods #ChennaiRains

📸: S Kumar/BCCL Chennai https://t.co/6E9j9eNaSa",Visuals of flooded areas from Chennai after heavy rains lashed the TamilNadu capital on Friday stDecemberChennaiFloods ChennaiRains S KumarBCCL Chennai httpstcoE9j9eNaSa,capital,O
"Visuals of flooded areas from #Chennai after heavy rains lashed the #TamilNadu capital on Friday, #31stDecember.

#ChennaiFloods #ChennaiRains

📸: S Kumar/BCCL Chennai https://t.co/6E9j9eNaSa",Visuals of flooded areas from Chennai after heavy rains lashed the TamilNadu capital on Friday stDecemberChennaiFloods ChennaiRains S KumarBCCL Chennai httpstcoE9j9eNaSa,December,O
"Watch: Life halted as heavy rains flood #Chennai again; 3 electrocuted to death

#ChennaiRains #RedAlert https://t.co/4qHTmRtNyt",Watch Life halted as heavy rains flood Chennai againelectrocuted to deathChennaiRains RedAlert httpstcoqHTmRtNyt,life halted,O
"Watch: Life halted as heavy rains flood #Chennai again; 3 electrocuted to death

#ChennaiRains #RedAlert https://t.co/4qHTmRtNyt",Watch Life halted as heavy rains flood Chennai againelectrocuted to deathChennaiRains RedAlert httpstcoqHTmRtNyt,electrocuted ,O
"Water logged streets, broken down vehicles, non stop rains, not a good scene today evening in Chennai! #chennai #chennairains https://t.co/iEKBfV2P8c",Water logged streets broken down vehicles non stop rains not a good scene today evening in Chennai chennai chennairains httpstcoiEKBfVPc,vechiles ,O
"Water logged streets, broken down vehicles, non stop rains, not a good scene today evening in Chennai! #chennai #chennairains https://t.co/iEKBfV2P8c",Water logged streets broken down vehicles non stop rains not a good scene today evening in Chennai chennai chennairains httpstcoiEKBfVPc,broken down,O
"We just had major rains&amp; watterlogging. Again, today's non stop rain ( straight 7 hrs) causes major traffic block and heavy waterlogging.   We never learn. We never follow up. We have accepted mediocrity. Sad. 
#Chennai 
#chennaitraffic 
#chennairain",We just had major rainsamp watterlogging Again todays non stop rainstraighthrs causes major traffic block and heavy waterloggingWe never learn We never follow up We have accepted mediocrity Sad Chennai chennaitraffic chennairain,mediocrity,O
"We just had major rains&amp; watterlogging. Again, today's non stop rain ( straight 7 hrs) causes major traffic block and heavy waterlogging.   We never learn. We never follow up. We have accepted mediocrity. Sad. 
#Chennai 
#chennaitraffic 
#chennairain",We just had major rainsamp watterlogging Again todays non stop rainstraighthrs causes major traffic block and heavy waterloggingWe never learn We never follow up We have accepted mediocrity Sad Chennai chennaitraffic chennairain,traffic block,O
"We just had major rains&amp; watterlogging. Again, today's non stop rain ( straight 7 hrs) causes major traffic block and heavy waterlogging.   We never learn. We never follow up. We have accepted mediocrity. Sad. 
#Chennai 
#chennaitraffic 
#chennairain",We just had major rainsamp watterlogging Again todays non stop rainstraighthrs causes major traffic block and heavy waterloggingWe never learn We never follow up We have accepted mediocrity Sad Chennai chennaitraffic chennairain,Water loggoin,O
"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",Wishing all our wellwishers A Happy amp Prosperous New Year on behalf of the COMK FamilyWhile Chennai amp suburbs could see substantial reduction in Rains today coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south httpstcoyrerKbFuHF httpstcotAREHNxfLI,COASTAL DELTA,B-geo
"With streets already flooded.. next round starts 
#chennairains 
#chennaifloods
#ChennaiRains2021 https://t.co/hGSApavQFZ",With streets already flooded next round starts chennairains chennaifloodsChennaiRains httpstcohGSApavQFZ,flodded,O
